Regiao,Mes,Consumo_MWh
Nordeste,AGO,2206131.088
Sudeste,AGO,5201820.187
Sul,AGO,1797404.676
Centro-Oeste,AGO,963776.787
Norte,AGO,852971.048
Nordeste,AGO,1929287.684
Sul,AGO,1797404.676
Norte,AGO,797188.484
Nordeste,AGO,2215549.837
Sudeste,AGO,5116358.125
Sul,AGO,1748057.713
Centro-Oeste,AGO,931628.308
Norte,AGO,819248.476
Nordeste,AGO,1943341.484
Sul,AGO,1748057.713
Norte,AGO,847732.0
Nordeste,AGO,2110113.0
Sudeste,AGO,4974452.0
Sul,AGO,1666071.0
Centro-Oeste,AGO,876881.0
Norte,AGO,859644.0
Nordeste,AGO,1840330.0
Sul,AGO,1666071.0
Norte,AGO,822097.0
Nordeste,AGO,2114946.0
Sudeste,AGO,4997655.0
Sul,AGO,1638519.0
Centro-Oeste,AGO,854555.0
Norte,AGO,831497.0
Nordeste,AGO,1858240.0
Sul,AGO,1638519.0
Norte,AGO,763948.0
Nordeste,AGO,2000513.0
Sudeste,AGO,5080894.0
Sul,AGO,1621249.0
Centro-Oeste,AGO,846311.0
Norte,AGO,769285.0
Nordeste,AGO,1756771.0
Sul,AGO,1621249.0
Norte,AGO,735422.0
Nordeste,AGO,2027166.0
Sudeste,AGO,5191948.0
Sul,AGO,1722603.0
Centro-Oeste,AGO,864433.0
Norte,AGO,706222.0
Nordeste,AGO,1787383.0
Sul,AGO,1722603.0
Norte,AGO,629182.0
Nordeste,AGO,1918626.0
Sudeste,AGO,5200951.0
Sul,AGO,1715613.0
Centro-Oeste,AGO,816125.0
Norte,AGO,598170.0
Nordeste,AGO,1701550.0
Sul,AGO,1715613.0
Norte,AGO,592424.0
Nordeste,AGO,1740365.0
Sudeste,AGO,4979107.0
Sul,AGO,1557201.852
Centro-Oeste,AGO,752539.0
Norte,AGO,438745.0
Nordeste,AGO,1551458.0
Sul,AGO,1557201.852
Norte,AGO,541456.0
Nordeste,AGO,1636046.0
Sudeste,AGO,4840012.0
Sul,AGO,1494340.0
Centro-Oeste,AGO,689462.0
Norte,AGO,413064.0
Nordeste,AGO,1460680.0
Sul,AGO,1494340.0
Norte,AGO,492103.0
Nordeste,AGO,1512802.0
Sudeste,AGO,4674267.0
Sul,AGO,1455445.0
Centro-Oeste,AGO,677680.0
Norte,AGO,390305.0
Nordeste,AGO,1348244.0
Sul,AGO,1455445.0
Norte,AGO,453741.0
Nordeste,AGO,1426344.0
Sudeste,AGO,4521489.0
Sul,AGO,1381261.0
Centro-Oeste,AGO,620129.0
Norte,AGO,360418.0
Nordeste,AGO,1271922.0
Sul,AGO,1381261.0
Norte,AGO,434435.0
Nordeste,AGO,1266490.602
Sudeste,AGO,4292183.0
Sul,AGO,1296088.0
Centro-Oeste,AGO,591435.0
Norte,AGO,331695.602
Nordeste,AGO,1135402.0
Sul,AGO,1296088.0
Norte,AGO,392888.0
Nordeste,AGO,1185584.0
Sudeste,AGO,3979163.0
Sul,AGO,1249110.0
Centro-Oeste,AGO,537771.0
Norte,AGO,299359.0
Nordeste,AGO,1068375.0
Sul,AGO,1249110.0
Norte,AGO,372153.511
Nordeste,AGO,1108109.98
Sudeste,AGO,3774739.366
Sul,AGO,1150879.668
Centro-Oeste,AGO,534089.022
Norte,AGO,272534.921
Nordeste,AGO,1008141.792
Sul,AGO,1150879.668
Norte,AGO,360832.685
Nordeste,AGO,1071288.665
Sudeste,AGO,3635143.389
Sul,AGO,1129753.986
Centro-Oeste,AGO,507765.408
Norte,AGO,271411.26
Nordeste,AGO,972561.871
Sul,AGO,1129753.986
Norte,AGO,338836.339
Nordeste,AGO,962934.303
Sudeste,AGO,3453322.407
Sul,AGO,1070192.34
Centro-Oeste,AGO,479191.68
Norte,AGO,250972.791
Nordeste,AGO,875228.766
Sul,AGO,1070192.34
Norte,SET,
Nordeste,SET,
Sudeste,SET,
Sul,SET,
Centro-Oeste,SET,
Norte,SET,
Nordeste,SET,
Sul,SET,
Norte,SET,1277156.324
Nordeste,SET,2960837.695
Sudeste,SET,6347082.541
Sul,SET,2364025.76
Centro-Oeste,SET,1435110.602
Norte,SET,1376981.121
Nordeste,SET,2484436.698
Sul,SET,2364025.76
Norte,SET,1274834.363
Nordeste,SET,2954096.439
Sudeste,SET,6385311.171
Sul,SET,2230187.609
Centro-Oeste,SET,1377487.988
Norte,SET,1354716.566
Nordeste,SET,2504974.323
Sul,SET,2230187.609
Norte,SET,1186718.636
Nordeste,SET,2874947.433
Sudeste,SET,6210033.935
Sul,SET,2092122.742
Centro-Oeste,SET,1318677.566
Norte,SET,1243411.999
Nordeste,SET,2460984.067
Sul,SET,2092122.742
Norte,SET,1032570.489
Nordeste,SET,2614393.512
Sudeste,SET,5661051.252
Sul,SET,1980822.446
Centro-Oeste,SET,1182929.106
Norte,SET,1097058.428
Nordeste,SET,2238969.389
Sul,SET,1980822.446
Norte,SET,988245.616
Nordeste,SET,2560694.187
Sudeste,SET,5923669.858
Sul,SET,1836741.918
Centro-Oeste,SET,1250428.007
Norte,SET,1015318.634
Nordeste,SET,2223310.732
Sul,SET,1836741.918
Norte,SET,941909.878
Nordeste,SET,2458563.622
Sudeste,SET,5717406.928
Sul,SET,1928535.794
Centro-Oeste,SET,1154591.68
Norte,SET,950292.289
Nordeste,SET,2144376.79
Sul,SET,1928535.794
Norte,SET,855773.215
Nordeste,SET,2263214.837
Sudeste,SET,5376428.203
Sul,SET,1770890.663
Centro-Oeste,SET,1112871.978
Norte,SET,876154.784
Nordeste,SET,1975808.23
Sul,SET,1770890.663
Norte,SET,804932.492
Nordeste,SET,2230595.991
Sudeste,SET,5360841.201
Sul,SET,1751268.021
Centro-Oeste,SET,981923.442
Norte,SET,834963.421
Nordeste,SET,1951846.279
Sul,SET,1751268.021
Norte,SET,865723.0
Nordeste,SET,2177898.0
Sudeste,SET,5307233.0
Sul,SET,1718434.0
Centro-Oeste,SET,1027419.0
Norte,SET,881074.0
Nordeste,SET,1890289.0
Sul,SET,1718434.0
Norte,SET,830479.0
Nordeste,SET,2194120.0
Sudeste,SET,5299383.0
Sul,SET,1626257.0
Centro-Oeste,SET,939832.0
Norte,SET,861526.0
Nordeste,SET,1917578.0
Sul,SET,1626257.0
Norte,SET,820516.0
Nordeste,SET,2086557.0
Sudeste,SET,5030736.0
Sul,SET,1557532.0
Centro-Oeste,SET,941162.0
Norte,SET,817680.0
Nordeste,SET,1831633.0
Sul,SET,1557532.0
Norte,SET,755837.0
Nordeste,SET,2060440.0
Sudeste,SET,5194803.0
Sul,SET,1650393.0
Centro-Oeste,SET,914142.0
Norte,SET,703911.0
Nordeste,SET,1815551.0
Sul,SET,1650393.0
Norte,SET,640168.0
Nordeste,SET,1956622.0
Sudeste,SET,5196437.0
Sul,SET,1644068.0
Centro-Oeste,SET,813870.0
Norte,SET,613406.0
Nordeste,SET,1727468.0
Sul,SET,1644068.0
Norte,SET,604096.0
Nordeste,SET,1723840.0
Sudeste,SET,5108683.0
Sul,SET,1510699.22
Centro-Oeste,SET,801211.0
Norte,SET,443658.0
Nordeste,SET,1530266.0
Sul,SET,1510699.22
Norte,SET,567602.0
Nordeste,SET,1668339.0
Sudeste,SET,5036380.0
Sul,SET,1494136.0
Centro-Oeste,SET,757502.0
Norte,SET,429839.0
Nordeste,SET,1486495.0
Sul,SET,1494136.0
Norte,SET,529944.0
Nordeste,SET,1550927.0
Sudeste,SET,4715169.0
Sul,SET,1402641.0
Centro-Oeste,SET,705315.0
Norte,SET,404830.0
Nordeste,SET,1382837.0
Sul,SET,1402641.0
Norte,SET,475717.0
Nordeste,SET,1438256.0
Sudeste,SET,4516470.0
Sul,SET,1336852.0
Centro-Oeste,SET,649506.0
Norte,SET,372711.0
Nordeste,SET,1278632.0
Sul,SET,1336852.0
Norte,SET,455038.0
Nordeste,SET,1275642.904
Sudeste,SET,4208021.0
Sul,SET,1258612.0
Centro-Oeste,SET,618394.0
Norte,SET,346658.904
Nordeste,SET,1140723.0
Sul,SET,1258612.0
Norte,SET,408304.0
Nordeste,SET,1164758.0
Sudeste,SET,4058552.0
Sul,SET,1238276.0
Centro-Oeste,SET,579422.0
Norte,SET,305545.0
Nordeste,SET,1048518.0
Sul,SET,1238276.0
Norte,SET,397911.72
Nordeste,SET,1137729.328
Sudeste,SET,3888549.472
Sul,SET,1140225.445
Centro-Oeste,SET,563954.616
Norte,SET,287268.722
Nordeste,SET,1032258.904
Sul,SET,1140225.445
Norte,SET,381555.002
Nordeste,SET,1077986.291
Sudeste,SET,3819948.141
Sul,SET,1130082.242
Centro-Oeste,SET,539782.874
Norte,SET,272568.984
Nordeste,SET,982091.466
Sul,SET,1130082.242
Norte,SET,351459.264
Nordeste,SET,1041242.431
Sudeste,SET,3596160.188
Sul,SET,1100557.261
Centro-Oeste,SET,514970.889
Norte,SET,253396.969
Nordeste,SET,949753.153
Sul,SET,1100557.261
Norte,OUT,
Nordeste,OUT,
Sudeste,OUT,
Sul,OUT,
Centro-Oeste,OUT,
Norte,OUT,
Nordeste,OUT,
Sul,OUT,
Norte,OUT,1297837.91
Nordeste,OUT,3043849.015
Sudeste,OUT,6675933.093
Sul,OUT,2373374.793
Centro-Oeste,OUT,1604542.685
Norte,OUT,1487462.721
Nordeste,OUT,2550956.377
Sul,OUT,2373374.793
Norte,OUT,1320868.82
Nordeste,OUT,2966216.978
Sudeste,OUT,6926757.85
Sul,OUT,2294412.245
Centro-Oeste,OUT,1581632.981
Norte,OUT,1381718.504
Nordeste,OUT,2507872.581
Sul,OUT,2294412.245
Norte,OUT,1222327.898
Nordeste,OUT,2899669.646
Sudeste,OUT,6637462.643
Sul,OUT,2210632.092
Centro-Oeste,OUT,1479545.965
Norte,OUT,1303609.766
Nordeste,OUT,2464156.716
Sul,OUT,2210632.092
Norte,OUT,1044150.158
Nordeste,OUT,2653200.458
Sudeste,OUT,5726086.346
Sul,OUT,1936081.736
Centro-Oeste,OUT,1216585.738
Norte,OUT,1092344.612
Nordeste,OUT,2279963.822
Sul,OUT,1936081.736
Norte,OUT,975713.466
Nordeste,OUT,2679148.655
Sudeste,OUT,5705674.423
Sul,OUT,1878102.825
Centro-Oeste,OUT,1260245.502
Norte,OUT,1003266.934
Nordeste,OUT,2338017.039
Sul,OUT,1878102.825
Norte,OUT,961023.519
Nordeste,OUT,2628028.781
Sudeste,OUT,6200516.52
Sul,OUT,1953028.271
Centro-Oeste,OUT,1306605.608
Norte,OUT,975007.468
Nordeste,OUT,2297975.983
Sul,OUT,1953028.271
Norte,OUT,826928.2
Nordeste,OUT,2467785.939
Sudeste,OUT,5668331.047
Sul,OUT,1849757.077
Centro-Oeste,OUT,1160311.546
Norte,OUT,847355.353
Nordeste,OUT,2175540.271
Sul,OUT,1849757.077
Norte,OUT,861574.326
Nordeste,OUT,2378989.579
Sudeste,OUT,5482086.054
Sul,OUT,1729765.913
Centro-Oeste,OUT,1074488.517
Norte,OUT,867777.748
Nordeste,OUT,2089938.51
Sul,OUT,1729765.913
Norte,OUT,867252.0
Nordeste,OUT,2278110.0
Sudeste,OUT,5361592.0
Sul,OUT,1678750.0
Centro-Oeste,OUT,988992.0
Norte,OUT,901232.0
Nordeste,OUT,1975989.0
Sul,OUT,1678750.0
Norte,OUT,828560.0
Nordeste,OUT,2219979.0
Sudeste,OUT,5282756.0
Sul,OUT,1596120.0
Centro-Oeste,OUT,928149.0
Norte,OUT,850263.0
Nordeste,OUT,1948573.0
Sul,OUT,1596120.0
Norte,OUT,884653.0
Nordeste,OUT,2162718.0
Sudeste,OUT,5465728.0
Sul,OUT,1611874.0
Centro-Oeste,OUT,1008380.0
Norte,OUT,873116.0
Nordeste,OUT,1899509.0
Sul,OUT,1611874.0
Norte,OUT,756891.0
Nordeste,OUT,2154008.0
Sudeste,OUT,5560649.0
Sul,OUT,1662746.0
Centro-Oeste,OUT,1006315.0
Norte,OUT,708858.0
Nordeste,OUT,1900236.0
Sul,OUT,1662746.0
Norte,OUT,687065.0
Nordeste,OUT,2054166.0
Sudeste,OUT,5313978.0
Sul,OUT,1620013.0
Centro-Oeste,OUT,870074.0
Norte,OUT,650200.0
Nordeste,OUT,1820329.0
Sul,OUT,1620013.0
Norte,OUT,608315.0
Nordeste,OUT,1797350.0
Sudeste,OUT,5068966.0
Sul,OUT,1489158.066
Centro-Oeste,OUT,824192.0
Norte,OUT,454832.0
Nordeste,OUT,1596405.0
Sul,OUT,1489158.066
Norte,OUT,567178.0
Nordeste,OUT,1704764.0
Sudeste,OUT,4905359.0
Sul,OUT,1420907.0
Centro-Oeste,OUT,766759.0
Norte,OUT,426229.0
Nordeste,OUT,1520742.0
Sul,OUT,1420907.0
Norte,OUT,541500.0
Nordeste,OUT,1608710.0
Sudeste,OUT,4722642.0
Sul,OUT,1357167.0
Centro-Oeste,OUT,721029.0
Norte,OUT,409894.0
Nordeste,OUT,1437672.0
Sul,OUT,1357167.0
Norte,OUT,472878.0
Nordeste,OUT,1488745.0
Sudeste,OUT,4587326.0
Sul,OUT,1317935.0
Centro-Oeste,OUT,658857.0
Norte,OUT,369477.0
Nordeste,OUT,1330298.0
Sul,OUT,1317935.0
Norte,OUT,453242.0
Nordeste,OUT,1358839.796
Sudeste,OUT,4413750.0
Sul,OUT,1268536.0
Centro-Oeste,OUT,625417.0
Norte,OUT,350597.796
Nordeste,OUT,1222811.0
Sul,OUT,1268536.0
Norte,OUT,409738.0
Nordeste,OUT,1226991.0
Sudeste,OUT,4053969.0
Sul,OUT,1216932.0
Centro-Oeste,OUT,604146.0
Norte,OUT,307358.0
Nordeste,OUT,1108661.0
Sul,OUT,1216932.0
Norte,OUT,397548.627
Nordeste,OUT,1189699.506
Sudeste,OUT,3901043.1
Sul,OUT,1130931.647
Centro-Oeste,OUT,563013.091
Norte,OUT,292519.945
Nordeste,OUT,1080162.371
Sul,OUT,1130931.647
Norte,OUT,372756.533
Nordeste,OUT,1112111.152
Sudeste,OUT,3773673.07
Sul,OUT,1112763.339
Centro-Oeste,OUT,546683.429
Norte,OUT,270925.419
Nordeste,OUT,1015012.105
Sul,OUT,1112763.339
Norte,OUT,353206.626
Nordeste,OUT,1046248.885
Sudeste,OUT,3608129.944
Sul,OUT,1069478.321
Centro-Oeste,OUT,529450.084
Norte,OUT,251008.939
Nordeste,OUT,956482.729
Sul,OUT,1069478.321
Norte,NOV,
Nordeste,NOV,
Sudeste,NOV,
Sul,NOV,
Centro-Oeste,NOV,
Norte,NOV,
Nordeste,NOV,
Sul,NOV,
Norte,NOV,1310194.472
Nordeste,NOV,3219236.139
Sudeste,NOV,6531212.691
Sul,NOV,2349347.609
Centro-Oeste,NOV,1572786.272
Norte,NOV,1499186.314
Nordeste,NOV,2727011.075
Sul,NOV,2349347.609
Norte,NOV,1258922.388
Nordeste,NOV,3178639.534
Sudeste,NOV,6530851.092
Sul,NOV,2407486.877
Centro-Oeste,NOV,1443058.907
Norte,NOV,1362743.067
Nordeste,NOV,2709145.194
Sul,NOV,2407486.877
Norte,NOV,1235788.78
Nordeste,NOV,3119037.342
Sudeste,NOV,6907124.696
Sul,NOV,2176246.242
Centro-Oeste,NOV,1529414.813
Norte,NOV,1307792.973
Nordeste,NOV,2684076.777
Sul,NOV,2176246.242
Norte,NOV,982073.084
Nordeste,NOV,2807405.666
Sudeste,NOV,5923574.919
Sul,NOV,2004807.314
Centro-Oeste,NOV,1203483.795
Norte,NOV,1055616.626
Nordeste,NOV,2428472.616
Sul,NOV,2004807.314
Norte,NOV,958133.888
Nordeste,NOV,2668151.411
Sudeste,NOV,5627634.235
Sul,NOV,1945066.323
Centro-Oeste,NOV,1146710.325
Norte,NOV,997432.41
Nordeste,NOV,2333338.745
Sul,NOV,1945066.323
Norte,NOV,926030.969
Nordeste,NOV,2680088.189
Sudeste,NOV,5960545.191
Sul,NOV,1950981.247
Centro-Oeste,NOV,1221557.938
Norte,NOV,952015.462
Nordeste,NOV,2355467.666
Sul,NOV,1950981.247
Norte,NOV,837489.071
Nordeste,NOV,2565288.629
Sudeste,NOV,5967915.669
Sul,NOV,1913587.297
Centro-Oeste,NOV,1139397.24
Norte,NOV,875718.378
Nordeste,NOV,2268508.536
Sul,NOV,1913587.297
Norte,NOV,841536.605
Nordeste,NOV,2518675.438
Sudeste,NOV,5585816.774
Sul,NOV,1771098.478
Centro-Oeste,NOV,1041678.611
Norte,NOV,860929.628
Nordeste,NOV,2224734.22
Sul,NOV,1771098.478
Norte,NOV,851687.0
Nordeste,NOV,2357774.0
Sudeste,NOV,5537482.0
Sul,NOV,1693977.0
Centro-Oeste,NOV,1021212.0
Norte,NOV,881637.0
Nordeste,NOV,2060154.0
Sul,NOV,1693977.0
Norte,NOV,834314.0
Nordeste,NOV,2310009.0
Sudeste,NOV,5407188.0
Sul,NOV,1627834.0
Centro-Oeste,NOV,954610.0
Norte,NOV,861741.0
Nordeste,NOV,2032127.0
Sul,NOV,1627834.0
Norte,NOV,872136.0
Nordeste,NOV,2193135.0
Sudeste,NOV,5457842.0
Sul,NOV,1612892.0
Centro-Oeste,NOV,995736.0
Norte,NOV,877772.0
Nordeste,NOV,1929917.0
Sul,NOV,1612892.0
Norte,NOV,745283.0
Nordeste,NOV,2172997.0
Sudeste,NOV,5714131.0
Sul,NOV,1780429.0
Centro-Oeste,NOV,969551.0
Norte,NOV,713019.0
Nordeste,NOV,1919115.0
Sul,NOV,1780429.0
Norte,NOV,675367.0
Nordeste,NOV,2072616.0
Sudeste,NOV,5420982.0
Sul,NOV,1628086.0
Centro-Oeste,NOV,913837.0
Norte,NOV,634168.0
Nordeste,NOV,1838252.0
Sul,NOV,1628086.0
Norte,NOV,628098.0
Nordeste,NOV,1822908.0
Sudeste,NOV,5369591.0
Sul,NOV,1566444.165
Centro-Oeste,NOV,852344.0
Norte,NOV,457322.0
Nordeste,NOV,1622262.0
Sul,NOV,1566444.165
Norte,NOV,548988.0
Nordeste,NOV,1723018.0
Sudeste,NOV,4885526.0
Sul,NOV,1404883.0
Centro-Oeste,NOV,740908.0
Norte,NOV,415747.0
Nordeste,NOV,1541318.0
Sul,NOV,1404883.0
Norte,NOV,525898.0
Nordeste,NOV,1696902.0
Sudeste,NOV,4672324.0
Sul,NOV,1360716.0
Centro-Oeste,NOV,706899.0
Norte,NOV,409747.0
Nordeste,NOV,1520297.0
Sul,NOV,1360716.0
Norte,NOV,484073.0
Nordeste,NOV,1520234.0
Sudeste,NOV,4586570.0
Sul,NOV,1379266.0
Centro-Oeste,NOV,665609.0
Norte,NOV,368822.0
Nordeste,NOV,1364321.0
Sul,NOV,1379266.0
Norte,NOV,452781.0
Nordeste,NOV,1361440.125
Sudeste,NOV,4456627.0
Sul,NOV,1306813.0
Centro-Oeste,NOV,660058.0
Norte,NOV,347230.125
Nordeste,NOV,1219949.0
Sul,NOV,1306813.0
Norte,NOV,422501.0
Nordeste,NOV,1286044.0
Sudeste,NOV,4229638.0
Sul,NOV,1238824.0
Centro-Oeste,NOV,591274.0
Norte,NOV,319137.0
Nordeste,NOV,1161282.0
Sul,NOV,1238824.0
Norte,NOV,402093.178
Nordeste,NOV,1252975.52
Sudeste,NOV,3997650.473
Sul,NOV,1203159.625
Centro-Oeste,NOV,582829.583
Norte,NOV,293675.908
Nordeste,NOV,1142476.231
Sul,NOV,1203159.625
Norte,NOV,384562.146
Nordeste,NOV,1149668.292
Sudeste,NOV,3774517.683
Sul,NOV,1116744.918
Centro-Oeste,NOV,550947.866
Norte,NOV,276392.954
Nordeste,NOV,1048068.8
Sul,NOV,1116744.918
Norte,NOV,362279.333
Nordeste,NOV,1083211.607
Sudeste,NOV,3608514.949
Sul,NOV,1071489.898
Centro-Oeste,NOV,505694.376
Norte,NOV,256041.313
Nordeste,NOV,993362.873
Sul,NOV,1071489.898
Norte,DEZ,
Nordeste,DEZ,
Sudeste,DEZ,
Sul,DEZ,
Centro-Oeste,DEZ,
Norte,DEZ,
Nordeste,DEZ,
Sul,DEZ,
Norte,DEZ,1253210.862
Nordeste,DEZ,3340706.635
Sudeste,DEZ,7130857.197
Sul,DEZ,2638936.722
Centro-Oeste,DEZ,1553556.119
Norte,DEZ,1447382.987
Nordeste,DEZ,2857032.406
Sul,DEZ,2638936.722
Norte,DEZ,1222896.948
Nordeste,DEZ,3244677.055
Sudeste,DEZ,6920590.526
Sul,DEZ,2447355.764
Centro-Oeste,DEZ,1470024.505
Norte,DEZ,1332256.723
Nordeste,DEZ,2783381.986
Sul,DEZ,2447355.764
Norte,DEZ,1171554.337
Nordeste,DEZ,3097884.408
Sudeste,DEZ,7203887.065
Sul,DEZ,2446621.697
Centro-Oeste,DEZ,1522553.601
Norte,DEZ,1261390.127
Nordeste,DEZ,2663060.552
Sul,DEZ,2446621.697
Norte,DEZ,989691.892
Nordeste,DEZ,2839077.578
Sudeste,DEZ,6288661.876
Sul,DEZ,2282810.546
Centro-Oeste,DEZ,1260870.871
Norte,DEZ,1056306.292
Nordeste,DEZ,2458424.237
Sul,DEZ,2282810.546
Norte,DEZ,946316.249
Nordeste,DEZ,2831640.763
Sudeste,DEZ,6005925.863
Sul,DEZ,2082090.524
Centro-Oeste,DEZ,1214616.014
Norte,DEZ,999525.916
Nordeste,DEZ,2492389.474
Sul,DEZ,2082090.524
Norte,DEZ,856867.56
Nordeste,DEZ,2741443.761
Sudeste,DEZ,6341789.855
Sul,DEZ,2116828.26
Centro-Oeste,DEZ,1219580.34
Norte,DEZ,870270.91
Nordeste,DEZ,2419179.496
Sul,DEZ,2116828.26
Norte,DEZ,837765.338
Nordeste,DEZ,2674692.647
Sudeste,DEZ,5682863.949
Sul,DEZ,1918579.32
Centro-Oeste,DEZ,1086804.548
Norte,DEZ,887078.793
Nordeste,DEZ,2368804.422
Sul,DEZ,1918579.32
Norte,DEZ,738718.107
Nordeste,DEZ,2430903.108
Sudeste,DEZ,5687378.466
Sul,DEZ,1835186.824
Centro-Oeste,DEZ,1026434.002
Norte,DEZ,767727.099
Nordeste,DEZ,2164393.561
Sul,DEZ,1835186.824
Norte,DEZ,823516.0
Nordeste,DEZ,2378954.0
Sudeste,DEZ,5544800.0
Sul,DEZ,1755588.0
Centro-Oeste,DEZ,938621.0
Norte,DEZ,855879.0
Nordeste,DEZ,2092392.0
Sul,DEZ,1755588.0
Norte,DEZ,826045.0
Nordeste,DEZ,2385414.0
Sudeste,DEZ,5543528.0
Sul,DEZ,1690320.0
Centro-Oeste,DEZ,911754.0
Norte,DEZ,852124.0
Nordeste,DEZ,2112443.0
Sul,DEZ,1690320.0
Norte,DEZ,851295.0
Nordeste,DEZ,2317043.0
Sudeste,DEZ,5383171.0
Sul,DEZ,1603341.0
Centro-Oeste,DEZ,928685.0
Norte,DEZ,855440.0
Nordeste,DEZ,2057220.0
Sul,DEZ,1603341.0
Norte,DEZ,761455.0
Nordeste,DEZ,2190944.0
Sudeste,DEZ,5508771.0
Sul,DEZ,1801652.0
Centro-Oeste,DEZ,897948.0
Norte,DEZ,710826.0
Nordeste,DEZ,1954691.0
Sul,DEZ,1801652.0
Norte,DEZ,683978.0
Nordeste,DEZ,2075421.0
Sudeste,DEZ,5407419.0
Sul,DEZ,1653801.0
Centro-Oeste,DEZ,885062.0
Norte,DEZ,643737.0
Nordeste,DEZ,1852648.0
Sul,DEZ,1653801.0
Norte,DEZ,597632.0
Nordeste,DEZ,1874692.0
Sudeste,DEZ,5223040.0
Sul,DEZ,1628533.302
Centro-Oeste,DEZ,809315.0
Norte,DEZ,444823.0
Nordeste,DEZ,1672499.0
Sul,DEZ,1628533.302
Norte,DEZ,548931.0
Nordeste,DEZ,1778139.0
Sudeste,DEZ,4957747.0
Sul,DEZ,1453631.0
Centro-Oeste,DEZ,744657.0
Norte,DEZ,429773.0
Nordeste,DEZ,1593129.0
Sul,DEZ,1453631.0
Norte,DEZ,509429.0
Nordeste,DEZ,1725786.0
Sudeste,DEZ,4941867.0
Sul,DEZ,1415916.0
Centro-Oeste,DEZ,708846.0
Norte,DEZ,388412.0
Nordeste,DEZ,1565779.0
Sul,DEZ,1415916.0
Norte,DEZ,478521.0
Nordeste,DEZ,1577336.0
Sudeste,DEZ,4768804.0
Sul,DEZ,1396936.0
Centro-Oeste,DEZ,655034.0
Norte,DEZ,356012.0
Nordeste,DEZ,1435690.0
Sul,DEZ,1396936.0
Norte,DEZ,431406.0
Nordeste,DEZ,1398059.348
Sudeste,DEZ,4222422.0
Sul,DEZ,1280988.0
Centro-Oeste,DEZ,609814.0
Norte,DEZ,320780.348
Nordeste,DEZ,1276535.0
Sul,DEZ,1280988.0
Norte,DEZ,405279.0
Nordeste,DEZ,1305312.0
Sudeste,DEZ,4116989.0
Sul,DEZ,1218277.0
Centro-Oeste,DEZ,572267.0
Norte,DEZ,307545.0
Nordeste,DEZ,1184368.0
Sul,DEZ,1218277.0
Norte,DEZ,380070.542
Nordeste,DEZ,1218118.196
Sudeste,DEZ,4016722.812
Sul,DEZ,1195034.172
Centro-Oeste,DEZ,556938.876
Norte,DEZ,281104.345
Nordeste,DEZ,1110571.837
Sul,DEZ,1195034.172
Norte,DEZ,360952.915
Nordeste,DEZ,1161649.073
Sudeste,DEZ,3869508.324
Sul,DEZ,1156844.191
Centro-Oeste,DEZ,528775.047
Norte,DEZ,269260.91
Nordeste,DEZ,1061179.679
Sul,DEZ,1156844.191
Norte,DEZ,355893.671
Nordeste,DEZ,1104220.188
Sudeste,DEZ,3569437.883
Sul,DEZ,1100567.11
Centro-Oeste,DEZ,513252.343
Norte,DEZ,253338.172
Nordeste,DEZ,1015897.661
Sul,DEZ,1100567.11
